wrong_sentence,error_index
پادشاه گفت ای برادر اکنون که اختیار و قدرت در دست ما است فکرآن روز باید کرد . تدبیر آن چیست ؟ وزیر گفت ای پادشاه وسط دریا جزیرهای است که همیشه سبزو خرّم است . مصلحت آن است که بنّایان و کارگران بفرستیم تا در انجا شهری بنا کنند و بناهای رفیع و قصرهای بلند پایه بسازند و هر متع و جنس که نیکو باشد به آنجا بدان بسازیم و ذورقها را به آب اندازیم ولی نعمت من سالهای دراز است به من نعمت داده صحت و سلامت و امنیت مرحمت فرموده ولطفهای کرده که اگر تا ابد خدمت او کنم از عهدهی یکی از آنها بر نمی آیم سزاوار او نیست یک شرط جزئی را وفا نکنم- امید است انشاء الله شیطان ترد شود و منصرف گردد . [پاکستان],"[0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
اگر خورشید فقط از این نقطه میتابید نور آن به همه جا نمیرسید زیرا کوهها ، جنگلها ، دیوارها و ساختمانهای مخطلف منع عبور نور آن میشدند . امام حسن هیچ نگفت و صبر کرد تا مرد شامی ساکت شود . آنگاه به او سلام کرد و با خوش رویی و مهربانی از حالش پرسید و فرمود گمان میکنم غریب هستی . ما را نمیشناسی و از رفتار و کردار ما چیزی نمیدانید . [هند],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
مثل ها بیشتر برای تأکید بر اصول اخلاقی است و مردم را به رفتار و کردار پسندیده متوجّه می سازند و از رفتار و کردار ناپسند بر حزر می دارند . [نیجریه],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0]"
دز خانه درحت ، است [عراق],"[40, 40, 0, 0, 0]"
خوبی سلامتی انشاءالله شما هم خوب هستید [بوسنی و هرزگوین],"[0, 40, 0, 0, 0, 0, 0]"
روز خودهفزی مردم از امام بسیار که یازده سال پیش از آن به پیشوازش رفته_بودند . میلیون ها نفر سه شبانه روز با رهبر و مولایشان در مصلای تهران وداع کردند . [پاکستان],"[0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
بعد از ظهر برای تفریح و کمک به پدربزرگم به باغ رفتتم حدود ساعت پنج هوا بارانی شد در حال تماشایی باران بودم که پردبزرگم صدا زد . مجید جنبهها را بیابرد و میوهها را در آن بگزار . زود به طرف حیاط رفتم تدادی جنبه آوردم . با کمک پدربزرگ سیبها و زردآلوها را در جنبه ریختیم و مقداری از آنها را برداشتیم و به خانه برگشتیم . [هند],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
این مردان هیچ وفت خشخال نیستند . [ترکیه],"[0, 0, 0, 0, 12, 0, 0]"
من و دوستم یک مدرسه در بنت الهدا درس می خوانند . [آفریقا],"[0, 0, 0, 0, 0, 0, 12, 12, 0, 0, 0, 0]"
بعد دوبارا خانه آمد با همسرم به حرم رفتم برای زیارت حضرت معصما  ع  از آنجا به باجه دوستم رفتم آنجا نحار خوریم بعد من و دوستم باهم به جمکران رفتند آنجا از 3 ساعت تا نماز عشا ماندم . [هند],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 40, 40, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
چُوپان سَگ دَارَد [هند],"[40, 0, 0]"
محمّد را به دایه ای بنام حلیمه که از قبیله بنی سعد بود سپردند . با ورود محمّد به این قبیله خیر و برکت به آنها روی آورد . زمینهای خوشک و بی آب و علف ، سبز و خرّم شد چشمها پر از آب گشت زمینهای تشنه سیراب شد . [هند],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
بباحشید والی زبان فرسی من خوب نمی حندم و این صوال خوب نمی فحمیدم . [کرواسی],"[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ولی در تصور من و از اقامتها کوتاه در کشوارها دیگر که آنجا در خوابگاه ساکنت میکردم ، زندگی خوابگاه عموماً بهتر است . [جمهوری چک],"[0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
در ریستوران پول می خواهند_، در خانه مان مردم دوست داریم . [اسپانیا],"[0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
روزی که مردم قصد پادشاه کردند فرا رسید وزیر شاه را خبر کرد و خود پیش از همه رفته و زورق بر دریا انداخت وقتی خلایق بر سر پادشاه ریختند و از شهر بیرون و در دریا انداختند غلامان پادشاه را گرفته در زورق جای دادند و به شهری که بنا کرده_بود رسانیدند پادشاه و وزیر به مقصد اصلی خود رسیدند و همه ی عمر را به خوشی گذرانیدند پس مردم که ضایع شد استدراک آن محال است و سرّ خاصی که در آن دم بود دیگر باز نمی توان یافت زمان را قضا نیست دریغ از چنین گوهر نفیسی که چنین به هیچ از دست می رود . عزیزان دریابید خود را که حیف از این نازنین عمر که چنین ضایع از دست برود و گروهی از وی نگیرید او در تمام دوران جوانی کوشش خود را برای آموختن به کار می برد و تا نیمه های شب بیدار می ماند و مطالعه می کرد ایشان هم چنین از جوانی به سحرخیزی تهجّد و راز و نیازهای شبانه اهتمام داشت و می توان گفت که هیچ گاه پیش از طلوع آفتاب در خواب نبود . [پاکستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
سمّیه پرستاری خوش اخلاق و مهربان . او در بخش کودکان بیمارستان امام خمینی کار میکند . او به کودکان بیمار در خوردن داروها کمک میکند . هنگام پانسمان زخمِشان ، آنها را نوازش میکند و با مهربانی زخمشان را میشوید پماد میزند و سپس بوسیلهی باند میبندد . او به کودکان علاقه دارد . [هند],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
میز دارد ، میز من قهوه ای است ، فرش دارد ، فرش من سفید و قهوه ای است ، مبل دارد ، مبل من قهوه ای تلویزیون دارد ، تلویزیون رنگ سیاه است ، تلوزون ی من بزرگ است . [کامرون],"[0, 0, 40, 0, 0, 0, 0, 0, 40, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 40, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0]"
به خطر این حبر سیاسی خیلی زیاده است . [ترکیه],"[0, 13, 0, 0, 0, 0, 0, 0, 0]"
بعضی از مردها فکر می کنند که در این کار فقط پدر و مادر آنها لازم است ، برخی می دونند که فقط مدرسه ها . [گرجستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0]"
سلام بر تو ای یوسف زهرا فرزند امام حسن عسگری خدمت شما چه عرض کنم که دلم از ناراحتی پر است . می دونم قابل نیستم که با شما صحبت کنم امّا می خواهم_که چند جمله بنویسم . ای امام زمان ع دنیا پر از ظلم است و من یک روایت شنید م که پیامبر اکرم فرمود مردی از فرزندانم ظهور می کند وقتی که دنیا پر از ظلم باشد . او دنیا را از عدل و داد می نمود . ما به سوریه ، یمن ، پاکستان ، عراق ، فلسطین نگاه می کنیم که ظلم هر جا است و دوست مظلو م هیچ نیست غیر از نائب تو امام خامنهای . من در رهبر شما را می بینیم . من عهد میکنم که از این وقت تا نفس آخری من آماده_ام برای زهرت و فقط منتظر هستم که شما زود بیا . زود بیا . [پاکستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
برای اینکه چاق نمی شود باید غذا خوب بخورد ، مصلا سبز ، میوه و غیره غذا خوب باید بحورد باز هم باید ورزشک بکند و بیشتر حرکت بکند . [بلاروس],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
هضی از مردم مساو من دوست دارند غذا در خونه بخرند . [گرجستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0]"
تکه زبان فارسی یاد می گیرم تا ساعت داوزده تعطیل است و به خانه می روم من و با همسرم حرم می روم خانه می روند من ناهار درست کردم با هم می خورم خانه را نتمیز می کنم بعد از من دعا خواندیم شب ساعت هفت من غذا درست کردم . [پاکستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 40, 0, 0, 0, 0, 0, 40, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
سمیّه پرستاری خوش اخلاق و مهربان است . او در بخش کودکان بیمارستـن امام خمینی کار میکند . او به کودکان بیمارض در خوردن داروها کمک میکند و با مهربانی زخمشان را میشوید ؛ پامد میزند و سبس به وسیلهی باند میبندد . او به کودکان علاقه دارد . [نیجریه],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
بر اثر غفلت و تخلّف عدّه ای از سربازان طولی نکشید که اعضاع دیگرگون شد و عدّای زیادی به شهادت رسیدند . [پاکستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0]"
أو باید بتوان انتقاد را به تو کند و به تو حقیقت را بگوید و دروستی اشاره کند . [قزاقستان],"[12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
کلاس من در مدرسه است ، مدرسِه من برزگ است ، مدرسِه من تمیز است ، من مدرسه را دوست دارم ، مدرسه من در ساعت است . [روسیه],"[0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0]"
آنچه انقلاب اسلامی ما را بر همهی انقلابهای برتری میدهد این است که برپایهی دین بنا شده و مردم آزادگی را بر آزادی مقدّم گرفتند و فهمیدند که برای رسیدن به آزادی واقعیی در جهان بیرون نوخت باید به آزادگی درونی برسند . به همین دلیل است که حاکمیّت ولایات فقیه را بر خود پذیرفتند و علم و عدالت را شرط رهبری میشمرند چون میدانند که دنیا در آتش هوا و هوس رهبران خودکامه که آزادند ولی آزاده نیستند ، میسوزد . [مالاوی],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
دین اسلام می فرماید که دوازده امام وجود دارد و صد و بیست و چهر هزار پیامبر بود . [کامرون],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0]"
آما چهار روز قبل پدرم به من زنگی زد و گفت : پدربزورگ شما بیمار بود . [چین],"[25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
خانواده ام در ماداگاسکار زندگی می کنن  با یک دندانه اضافه  . [ماداگاسکار],"[0, 0, 0, 0, 0, 12, 12, 0, 0, 0, 0, 0, 0, 0]"
سه حفته پیش من د رتهران امدم و با مردم که براعم کملا خرجی بودند زندگی شورو کردم . [گرجستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0]"
مم مهم است که نگهبانان وزن خودمان بشویم و اگر عضافه وزن داریم باید ورزش بکنیم و آب زیادی بنوشیم تا چاق نشویم . [لهستان],"[0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
تشویق ، قناعت ، لرزان ، فنرت ، شوق ، منصرف ، گودی ، لهجه ، پیشنهاد [هند],"[0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ایا ان دو کلکل است . نه ان شوتر است . [آذربایجان],"[0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0]"
پس از این مشارطه باید وارد مراقبه شد و آن چنان است که در تمام مدّت شرط متوجه ی عمل به آن باشی و خود را ملزم بدانی با عمل کردن آن و اگر خدای نخواسته در دلت افتاد که امری را مرتکب شدی که خلاف فرموده ی خداست بدان که این از شیطان و جنود اوست که می خواهند_تو را از شرطی که کردی بازدارند . [بحرین],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
الان در ایران و دور از خانه ام هستم ، و غذا های ایرانی مثل غذا های سوری نیست ولی برای من خوب و خوشمزه است . [سوریه],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 31, 0, 0, 31, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
زندگی در خوابگاه در مقایسه با در خانه مشکلتر اسن . [ترکیه],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0]"
زمان را قضا نیست دریغ از چنین گوهر نفیس که چنین به هیچ از دست نرود ، عزیزان دریابید خود را که حیف از این نازنین عمر که چنین ضایع از دست برود و گرویی از وی نگیرید . [انگلستان],"[0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
جوان های ما می¬خواهند در طول یک شب ثروتمند بشوند و الگوی آنها اکثرا ستاره های سینما و ورزش هستند چرا ؟ چون می بینند که درآمد آن ها خیلی خوب است و برای اینکه می¬دانند اگر می¬خواهند بازیگر ، بازیکن و غیره بشوند نیازی نیست برای هدفشان زحمت زیادی بکشند . [بوسنی و هرزگوین],"[0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ببخشید من یک حادثه شنیدم ، شنیدم که شیطان هنگام که حضرت آدم در آب بوب شیطان نزدهعیو رفت بود و گفت چرا این سیب را نمی خوری ؟ [پاکستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0]"
آیا تو جوراب داری [هند],"[0, 0, 0, 40]"
حضرت محمّد در چهل سالگی هنگامی که در غاز حرا مشغول عبادت بود از جانب خداوند بزرگ به پیغمبری انتخاب شد . او پس از بعثت به مدت بیس و سه سال مردم را به خداشناسی و داشتن اخلاق پسندیده فرامی خواند . سرانجام در بیست هشتم صفر سال یازده هجری درسن شصت و سه سالگی در حال که سرش بر دامن حضرت علی بود از دنیا رفت . [پاکستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0]"
ای برادران کار جهان یکسان نمی باشد و حال آدمی بر یک نهج نمیماند باید پنج چیز را پیش از پنج چیز غنیمت شمرد . زندگانی را پیش از مرگ ، تندرستی را پیش از خستگی ، جوانی را پیش از پیری ، تونگری را پیش از تنگ دستی ، فراق را پیش از شغل . هر کس که این پنج نعمت از دست داد و از آنها بهره نبرد وای بر او . چون دور بگردد و حال دگرگون شود و این نعمتها از وی سلب کنند . [پاکستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
